query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Bdist_subject_id;Ath_vs_Bdist_dN;Ath_vs_Bdist_dS;Ath_vs_Bdist_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS;Ath_vs_Pabies_subject_id;Ath_vs_Pabies_dN;Ath_vs_Pabies_dS;Ath_vs_Pabies_dNdS
AT3G03773.1.1;903199;0.01787;0.101;0.1769;Bradi1g13340.1;0.219;NA;NA;Carubv10014713m;0.02607;0.1843;0.1415;Thhalv10021254m;0.07323;0.3097;0.2364;Medtr6g027770.1;0.21560000000000001;1.068;0.2019;MA_10156325g0010;0.2687;NA;NA;lcl|NW_010970490.1_cds_XP_010524994.1_38422;0.1275;0.4968;0.2567
AT3G03800.2.1;317260;0.005791;0.05384;0.1076;Bradi1g25880.3;0.2829;2.007;0.141;Carubv10015158m;0.00681;0.1704;0.03997;Thhalv10021203m;0.01818;0.2569;0.07077;Medtr6g028140.1;0.1791;1.615;0.1109;MA_10427190g0010;0.2598;NA;NA;lcl|NW_010966372.1_cds_XP_010549686.1_24022;0.0827;0.7377;0.1121
AT3G03810.2.1;477634;0.0102;0.07776;0.1312;Bradi2g38540.3;0.3279;NA;NA;Carubv10013172m;0.02211;0.1684;0.1313;Thhalv10020245m;0.02753;0.2139;0.1287;Medtr1g007390.1;0.2403;1.309;0.1836;MA_10431346g0010;0.364;NA;NA;lcl|NW_010966372.1_cds_XP_010549683.1_24019;0.0945;0.5038;0.1876
AT3G03940.1.1;927930;0.002996;0.06542;0.04579;Bradi1g05950.3;0.1687;NA;NA;Carubv10013094m;0.01191;0.1814;0.06567;Thhalv10020173m;0.02106;0.211;0.0998;Medtr7g085540.1;0.09054;1.256;0.07208;MA_18703g0010;0.1652;NA;NA;lcl|NW_010967707.1_cds_XP_010558719.1_32288;0.03282;0.5144;0.06379
AT3G03960.1.1;477651;0.005651;0.1391;0.04063;Bradi4g15450.2;0.1111;1.669;0.06658;Carubv10016174m;0.01123;0.2192;0.05125;Thhalv10020448m;0.01631;0.4205;0.03879;Medtr1g030650.1;0.1035;1.303;0.07939;MA_100776g0010;0.1228;1.913;0.06419;lcl|NW_010966372.1_cds_XP_010549608.1_23945;0.0464;0.7201;0.06444
AT3G03990.1.1;477656;0.003093;0.1043;0.02966;Bradi1g70930.5;0.2098;NA;NA;Carubv10014401m;0.01395;0.477;0.02925;Thhalv10021292m;0.02164;0.4483;0.04827;Medtr1g018320.1;0.173;1.662;0.1041;MA_8156728g0010;0.2798;NA;NA;lcl|NW_010967605.1_cds_XP_010556448.1_30109;0.07514;1.188;0.06322
AT3G04160.3.1;477678;0.07291;0.1065;0.6846;Bradi5g05921.2;0.635;NA;NA;Carubv10013089m;0.09936;0.2179;0.4561;Thhalv10020148m;0.1145;0.2784;0.4115;Medtr1g079470.1;0.529;2.787;0.1898;MA_10430565g0020;0.6171;NA;NA;lcl|NW_010966372.1_cds_XP_010549628.1_23969;0.2563;0.7086;0.3617
AT3G04240.1.1;927966;0.003646;0.0868;0.042;Bradi3g43577.3;0.1738;NA;NA;Carubv10012900m;0.007151;0.1995;0.03584;Thhalv10019996m;0.01249;0.2587;0.048280000000000003;Medtr1g079510.1;0.1025;1.642;0.0624;MA_76964g0020;0.1631;NA;NA;lcl|NW_010966372.1_cds_XP_010549635.1_23975;0.04637;0.6343;0.0731
AT3G04260.1.1;477686;0.01407;0.08588;0.1638;Bradi3g28060.1;0.2185;1.915;0.1141;Carubv10012929m;0.02355;0.1923;0.1225;Thhalv10020015m;0.02008;0.2542;0.07897;Medtr1g079525.1;0.1624;1.599;0.1016;MA_10433475g0010;0.3798;2.358;0.161;lcl|NW_010966372.1_cds_XP_010549638.1_23978;0.09987;0.6085;0.1641
AT3G04350.1.1;477694;0.01474;0.1121;0.1314;Bradi1g75580.1;0.3675;NA;NA;Carubv10015223m;0.03942;0.2355;0.1674;Thhalv10020390m;0.05084;0.3005;0.1692;Medtr1g080410.1;0.234;2.022;0.1157;MA_930117g0010;0.305;3.968;0.07687;lcl|NW_010966372.1_cds_XP_010549647.1_23985;0.1081;0.8899;0.1214
AT3G04400.1.1;927987;0;0.06235;0;Bradi3g55140.1;0.02299;1.238;0.01857;Carubv10014805m;0;0.152;0;Thhalv10021724m;0.003342;0.2499;0.01337;Medtr7g098290.1;0.01871;0.9115;0.02053;MA_10432200g0010;0.032;1.2;0.02666;lcl|NW_010966372.1_cds_XP_010549656.1_23992;0.005967;0.9179;0.006501
AT3G04470.1.1;927990;0.008276;0.1052;0.0787;Bradi3g54910.1;0.2151;NA;NA;Carubv10015790m;0.01434;0.1916;0.07483;Thhalv10003784m;0.0862;0.8449;0.102;Medtr7g115580.3;0.1504;1.304;0.1153;MA_10435151g0010;0.2892;NA;NA;lcl|NW_010970490.1_cds_XP_010524954.1_38385;0.09779;1.147;0.08524
AT3G04480.1.1;477703;0.02452;0.05032;0.4874;Bradi3g54847.1;0.3542;NA;NA;Carubv10013071m;0.04112;0.1439;0.2858;Thhalv10020155m;0.05301;0.2427;0.2184;Medtr7g111650.3;0.2698;1.76;0.1532;MA_10431564g0020;0.3819;4.209;0.09075;lcl|NW_010967707.1_cds_XP_010558738.1_32308;0.1446;0.8503;0.17
AT3G04500.1.1;477706;0.01359;0.1112;0.1222;Bradi3g12840.2;0.2015;1.686;0.1195;Carubv10014437m;0.00979;0.2425;0.04036;Thhalv10021407m;0.03133;0.3508;0.08932;Medtr1g080150.1;0.171;1.541;0.1109;MA_297492g0010;0.2441;NA;NA;lcl|NW_010970490.1_cds_XP_010524918.1_38351;0.05787;1.324;0.0437
AT3G04550.1.1;928005;0.02187;0.146;0.1498;Bradi3g27730.1;0.4706;1.439;0.3271;Carubv10015423m;0.05695;0.3399;0.1676;Thhalv10020727m;0.07337;0.4669;0.1572;Medtr1g079870.1;0.313;1.837;0.1704;MA_184421g0020;0.4897;NA;NA;lcl|NW_010968505.1_cds_XP_010519960.1_33915;0.2148;1.157;0.1857
AT3G04560.1.1;928006;0.02941;0.1404;0.2094;Bradi3g55690.1;0.3473;NA;NA;Carubv10013800m;0.03434;0.1833;0.1874;Thhalv10020805m;0.05315;0.3052;0.1742;Medtr1g079830.2;0.2322;2.028;0.1145;MA_173267g0010;0.2595;NA;NA;lcl|NW_010967707.1_cds_XP_010558744.1_32315;0.1483;0.6785;0.2185
AT3G04600.3.1;477718;0.01266;0.1118;0.1132;Bradi4g05570.1;0.1344;2.184;0.06151;Carubv10013861m;0.0152;0.2122;0.07164;Thhalv10020864m;0.02236;0.3129;0.07145;Medtr8g007305.2;0.1185;1.679;0.07054;MA_10434111g0010;0.2558;NA;NA;lcl|NW_010970490.1_cds_XP_010524926.1_38358;0.04221;0.594;0.07105
AT3G04680.3.1;928022;0.006636;0.07693;0.08626;Bradi3g08080.2;0.2678;NA;NA;Carubv10016466m;0.05139;0.241;0.2133;Thhalv10020725m;0.06342;0.2874;0.2207;Medtr1g116060.1;0.187;1.604;0.1166;MA_136459g0010;0.2903;NA;NA;lcl|NW_010965304.1_cds_XP_010535920.1_11768;0.1257;0.8405;0.1496
AT3G04720.1.1;477741;0.01416;0.2099;0.06747;Bradi4g14920.1;0.2776;NA;NA;Carubv10014707m;0.04913;0.3822;0.1286;Thhalv10021503m;0.04096;0.3336;0.1228;Medtr7g115220.1;0.2103;NA;NA;MA_321399g0010;0.2341;1.247;0.1878;lcl|NW_010970490.1_cds_XP_010524916.1_38349;0.1566;0.8721;0.1796
AT3G04740.1.1;477743;0.01522;0.09082;0.1676;Bradi4g27157.1;0.31;2.269;0.1366;Carubv10012804m;0.03882;0.2121;0.183;Thhalv10019885m;0.03611;0.2213;0.1632;Medtr7g115190.1;0.2318;1.661;0.1395;MA_10435964g0030;0.2688;NA;NA;lcl|NW_010966177.1_cds_XP_010546592.1_21275;0.1095;0.6373;0.1718
AT3G04780.1.1;477747;0.00503;0.1108;0.04538;Bradi1g05580.1;0.1924;2.416;0.07964;Carubv10014759m;0.002199;0.1939;0.01134;Thhalv10021632m;0.008863;0.2844;0.03116;Medtr1g080960.1;0.1108;1.484;0.07467;MA_126871g0010;0.2162;NA;NA;lcl|NW_010966177.1_cds_XP_010546599.1_21282;0.04696;0.9118;0.05151
AT3G04790.1.1;928039;0.01059;0.1376;0.07695;Bradi1g55740.1;0.2649;NA;NA;Carubv10014364m;0.01222;0.3414;0.03581;Thhalv10021298m;0.02592;0.5708;0.0454;Medtr7g114900.2;0.1823;1.607;0.1134;MA_10435626g0040;0.2703;NA;NA;lcl|NW_010970490.1_cds_XP_010524911.1_38344;0.08197;1.375;0.0596
AT3G04820.1.1;477752;0.02866;0.1006;0.2847;Bradi2g20360.3;0.3015;1.972;0.1529;Carubv10016322m;0.04176;0.175;0.2387;Thhalv10022286m;0.05626;0.2218;0.2536;Medtr7g114850.1;0.2619;1.551;0.1688;MA_8344465g0010;0.2557;2.365;0.1081;lcl|NW_010966542.1_cds_XP_010550930.1_25131;0.1174;0.5517;0.2129
AT3G04870.4.1;477758;0.00947;0.1303;0.07266;Bradi1g54390.2;0.15;1.852;0.08098;Carubv10013363m;0.00999;0.2219;0.04502;Thhalv10020402m;0.02092;0.2549;0.08205;Medtr1g081290.1;0.109;1.518;0.07181;MA_193057g0010;0.1873;NA;NA;lcl|NW_010966542.1_cds_XP_010550937.1_25135;0.04434;0.7052;0.06288
AT3G04950.1.1;477772;0.01573;0.126;0.1249;Bradi1g43200.1;0.3372;2.199;0.1533;Carubv10014555m;0.03243;0.305;0.1063;Thhalv10021439m;0.04489;0.2227;0.2016;Medtr7g114390.1;0.2938;NA;NA;MA_6569g0010;0.4167;NA;NA;lcl|NW_010966177.1_cds_XP_010546624.1_21303;0.1058;0.7556;0.1401
AT3G05000.1.1;903335;0.009063;0.1863;0.04865;Bradi4g07940.1;0.1854;1.604;0.1156;Carubv10014687m;0.006923;0.2457;0.02818;Thhalv10021644m;0.006959;0.2031;0.03426;Medtr7g114210.3;0.09613;1.109;0.08669;MA_207576g0010;0.2899;NA;NA;lcl|NW_010966177.1_cds_XP_010546647.1_21325;0.04841;0.6181;0.07832
AT3G05010.1.1;903337;0.008991;0.1251;0.07185;Bradi1g08217.2;0.2905;3.562;0.08155;Carubv10014247m;0.01624;0.2744;0.05916;Thhalv10021202m;0.01065;0.2288;0.04655;Medtr1g081910.1;0.2;1.6;0.125;MA_1046216g0010;0.3948;1.757;0.2246;lcl|NW_010970490.1_cds_XP_010524894.1_38329;0.06131;0.6263;0.0979
AT3G05040.1.1;477786;0.01808;0.05675;0.3186;Bradi2g12810.2;0.339;2.198;0.1542;Carubv10016153m;0.04668;0.1854;0.2518;Thhalv10022131m;0.05031;0.2085;0.2413;Medtr7g114260.1;0.2496;1.396;0.1788;MA_10436866g0010;0.3526;NA;NA;lcl|NW_010966542.1_cds_XP_010550956.1_25152;0.1192;0.5883;0.2026
AT3G05070.1.1;477790;0.01512;0.08653;0.1747;Bradi1g29390.3;0.3257;1.926;0.1691;Carubv10016498m;0.024140000000000002;0.2383;0.1013;Thhalv10021722m;0.07188;0.2935;0.2449;Medtr1g077570.1;0.2231;1.581;0.1411;MA_10432188g0010;0.3222;1.983;0.1625;lcl|NW_010966177.1_cds_XP_010546632.1_21310;0.1185;0.5795;0.2044
AT3G05090.3.1;477791;0.01244;0.07928;0.1569;Bradi4g41777.2;0.2201;1.667;0.1321;Carubv10013040m;0.0142;0.1235;0.115;Thhalv10020130m;0.02215;0.2122;0.1044;Medtr7g114370.1;0.1897;1.229;0.1544;MA_555156g0010;0.1941;2.623;0.074;lcl|NW_010966177.1_cds_XP_010546630.1_21309;0.07075;0.5074;0.1394
AT3G05100.1.1;317378;0.02115;0.1683;0.1257;Bradi1g18420.1;0.3226;NA;NA;Carubv10014139m;0.03987;0.2998;0.133;Thhalv10021106m;0.05513;0.3123;0.1765;Medtr4g025410.2;0.1951;1.255;0.1555;MA_10428290g0020;0.2028;NA;NA;lcl|NW_010966177.1_cds_XP_010546625.1_21304;0.1165;0.9606;0.1213
AT3G05170.1.1;477804;0.01293;0.1023;0.1263;Bradi2g36640.2;0.2968;NA;NA;Carubv10014223m;0.02274;0.3738;0.06084;Thhalv10021179m;0.03601;0.2496;0.1443;Medtr1g082360.1;0.2011;1.918;0.1049;MA_115581g0010;0.3309;NA;NA;lcl|NW_010966542.1_cds_XP_010550965.1_25161;0.08798;0.8656;0.1016
AT3G05200.1.1;477807;0.01363;0.1111;0.1227;Bradi4g32634.1;0.4528;1.717;0.2637;Carubv10013853m;0.04034;0.3284;0.1228;Thhalv10020868m;0.04759;0.3819;0.1246;Medtr1g082550.1;0.4052;NA;NA;MA_932090g0010;0.7011;NA;NA;lcl|NW_010966177.1_cds_XP_010546670.1_21346;0.1756;0.9225;0.1903
AT3G05250.1.1;477812;0.02928;0.09538;0.307;Bradi1g04550.5;0.4688;1.693;0.2769;Carubv10014356m;0.07597;0.303;0.2507;Thhalv10021312m;0.09338;0.4197;0.2225;Medtr1g082740.1;0.3239;2.82;0.1149;MA_65460g0010;0.6881;NA;NA;lcl|NW_010966542.1_cds_XP_010551195.1_25166;0.1825;1.014;0.1799
AT3G05320.3.1;477820;0.02052;0.121;0.1696;Bradi3g05130.3;0.3214;2.705;0.1188;Carubv10013700m;0.0404;0.2357;0.1714;Thhalv10020752m;0.05274;0.2954;0.1785;Medtr4g083590.1;0.2531;1.826;0.1386;MA_730174g0010;0.4314;NA;NA;lcl|NW_010968045.1_cds_XP_010518989.1_33020;0.1955;1.283;0.1524
AT3G05350.1.1;928125;0.01545;0.0869;0.1778;Bradi1g54327.1;0.2835;1.574;0.1801;Carubv10015320m;0.03201;0.1789;0.1789;Thhalv10020169m;0.05301;0.3138;0.1689;Medtr7g113480.1;0.1942;1.418;0.137;MA_10435664g0010;0.3143;2.146;0.1464;lcl|NW_010966177.1_cds_XP_010546700.1_21378;0.106;0.6325;0.1675
AT3G05390.1.1;477828;0.01836;0.1298;0.1415;Bradi1g41890.1;0.3586;NA;NA;Carubv10015342m;0.02894;0.2007;0.1442;Thhalv10020681m;0.03205;0.3276;0.09784;Medtr0010s0400.1;0.161;1.963;0.08203;MA_10430810g0010;0.3305;NA;NA;lcl|NW_010966177.1_cds_XP_010546711.1_21387;0.08172;0.8298;0.09848
AT3G05410.2.1;903382;0.03565;0.2097;0.17;Bradi2g59950.1;0.411;NA;NA;Carubv10014330m;0.04764;0.3222;0.1479;Thhalv10021289m;0.06289;0.2837;0.2217;Medtr1g083110.1;0.2453;2.488;0.09862;MA_10429014g0010;0.4459;NA;NA;lcl|NW_010966177.1_cds_XP_010546712.1_21388;0.1279;0.8847;0.1445
AT3G05480.1.1;477837;0.01571;0.05904;0.266;Bradi1g62700.1;0.3471;3.218;0.1079;Carubv10014083m;0.03351;0.1966;0.1704;Thhalv10020753m;0.0447;0.2557;0.1748;Medtr7g113100.1;0.2402;1.64;0.1465;MA_10432273g0010;0.4141;NA;NA;lcl|NW_010966177.1_cds_XP_010546716.1_21392;0.1199;0.6466;0.1855
AT3G05500.1.1;477839;0.001662;0.06407;0.02593;Bradi2g35600.1;0.4058;1.88;0.2158;Carubv10014487m;0.01076;0.2112;0.05096;Thhalv10021402m;0.03126;0.3347;0.09338;Medtr2g013440.1;0.2233;1.817;0.1229;MA_10431316g0010;0.5263;NA;NA;lcl|NW_010966177.1_cds_XP_010546719.1_21394;0.1039;1.092;0.09516
AT3G05530.1.1;928150;0;0.1072;0;Bradi1g48010.2;0.04669;NA;NA;Carubv10015992m;9.308e-4;0.2061;0.004517;Thhalv10020798m;0.00246;0.3119;0.007886;Medtr1g083330.1;0.02836;1.204;0.02355;MA_6277g0010;0.03712;NA;NA;lcl|NW_010960187.1_cds_XP_010549702.1_2764;0.02626;1.285;0.02044
AT3G05560.3.1;928154;0.01029;0.1385;0.07433;Bradi1g62830.1;0.1052;0.9945;0.1058;Carubv10002262m;0.007941;0.6244;0.01272;Thhalv10021770m;0.01992;0.2496;0.07981;Medtr1g088450.1;0.06758;0.6283;0.1076;MA_130453g0010;0.249;1.393;0.1788;lcl|NW_010966177.1_cds_XP_010546732.1_21405;0.05257;0.8197;0.06413
AT3G05625.1.1;477853;0.01621;0.1478;0.1097;Bradi2g12600.7;0.2463;3.169;0.07771;Carubv10014442m;0.03496;0.2108;0.1658;Thhalv10021364m;0.04738;0.308;0.1538;Medtr1g083600.1;0.2228;1.449;0.1537;MA_375561g0020;0.27;1.529;0.1766;lcl|NW_010970490.1_cds_XP_010524857.1_38293;0.09209;0.7364;0.125
AT3G05670.3.1;477858;0.03618;0.1098;0.3295;Bradi1g16820.2;0.5617;NA;NA;Carubv10012944m;0.04368;0.1676;0.2606;Thhalv10020032m;0.07791;0.2568;0.3034;Medtr7g112410.1;0.4924;1.905;0.2586;MA_31432g0010;0.5597;NA;NA;lcl|NW_010970490.1_cds_XP_010524845.1_38282;0.2477;0.727;0.3408
AT3G05675.3.1;477859;0.02719;0.1292;0.2104;Bradi4g37750.1;0.4393;1.083;0.4055;Carubv10013716m;0.03889;0.1922;0.2024;Thhalv10020747m;0.05927;0.3662;0.1618;Medtr7g106330.3;0.2274;2.468;0.09214;MA_10436757g0010;0.4347;NA;NA;lcl|NW_010965775.1_cds_XP_010543875.1_18889;0.1181;1.078;0.1096
AT3G05680.2.1;928168;0.02463;0.083;0.2968;Bradi1g41947.6;0.4911;NA;NA;Carubv10015142m;0.02862;0.1261;0.2269;Thhalv10019873m;0.04044;0.1879;0.2152;Medtr1g056800.1;0.3224;1.49;0.2164;MA_5836g0010;0.2935;2.012;0.1459;lcl|NW_010965775.1_cds_XP_010543864.1_18882;0.1297;0.5537;0.2342
AT3G05810.2.1;477875;0.0242;0.1654;0.1463;Bradi2g11457.1;0.3644;NA;NA;Carubv10014966m;0.02776;0.193;0.1438;Thhalv10021798m;0.05043;0.2268;0.2223;Medtr2g023920.3;0.2458;1.731;0.142;MA_195785g0010;0.498;3.788;0.1314;lcl|NW_010970490.1_cds_XP_010524831.1_38271;0.1391;0.7333;0.1897
AT3G05940.1.1;340770;0.003091;0.1179;0.02622;Bradi1g03170.1;0.2871;NA;NA;Carubv10013786m;0.0156;0.2275;0.06856;Thhalv10020796m;0.03139;0.2588;0.1213;Medtr7g111160.1;0.1489;1.798;0.08281;MA_10435953g0010;0.2931;1.893;0.1549;lcl|NW_010966177.1_cds_XP_010546797.1_21473;0.07562;0.6851;0.1104
AT3G06035.1.1;477902;0.02535;0.2013;0.1259;Bradi1g19660.1;0.3896;NA;NA;Carubv10014680m;0.07108;0.2353;0.3021;Thhalv10021555m;0.06157;0.3284;0.1875;Medtr5g005710.1;0.2815;2.613;0.1077;MA_31797g0010;0.3987;1.81;0.2202;lcl|NW_010970490.1_cds_XP_010524806.1_38246;0.1754;1.577;0.1113
AT3G06040.3.1;477903;0.01599;0.1577;0.1014;Bradi3g07300.1;0.3715;NA;NA;Carubv10014726m;0.04818;0.2225;0.2166;Thhalv10021590m;0.05977;0.3983;0.1501;Medtr2g031760.1;0.2529;1.417;0.1785;MA_102591g0010;0.3374;NA;NA;lcl|NW_010966665.1_cds_XP_010551764.1_25880;0.1592;0.8856;0.1797
AT3G06150.1.1;477918;0.02569;0.1892;0.1358;Bradi2g26277.2;0.443;NA;NA;Carubv10013262m;0.05598;0.3908;0.1433;Thhalv10020342m;0.05889;0.4818;0.1222;Medtr4g117300.1;0.2828;2.481;0.114;MA_207261g0010;0.3713;NA;NA;lcl|NW_010970490.1_cds_XP_010524791.1_38234;0.1454;0.9394;0.1548
AT3G06170.1.1;928240;0.01031;0.1586;0.06499;Bradi4g15090.2;0.1811;2.327;0.07781;Carubv10013833m;0.01229;0.2611;0.04708;Thhalv10020853m;0.03737;0.3316;0.1127;Medtr2g022060.1;0.1599;2.124;0.07531;MA_330807g0010;0.2248;1.879;0.1196;lcl|NW_010966177.1_cds_XP_010546829.1_21505;0.06883;0.8001;0.08602
AT3G06200.1.1;340799;0.02438;0.1999;0.122;Bradi1g63967.1;0.2837;1.442;0.1967;Carubv10014333m;0.02607;0.2662;0.09794;Thhalv10021285m;0.04595;0.4814;0.09544;Medtr2g021320.1;0.3492;1.401;0.2493;MA_782432g0010;0.2164;1.842;0.1175;lcl|NW_010966665.1_cds_XP_010551783.1_25897;0.1139;0.9604;0.1186
AT3G06260.1.1;477926;0.002528;0.1242;0.02035;Bradi1g61830.1;0.3148;NA;NA;Carubv10015151m;0.0125;0.2667;0.04687;Thhalv10021020m;0.01178;0.3472;0.03393;Medtr4g118030.1;0.1569;2.476;0.06338;MA_130934g0010;0.3116;NA;NA;lcl|NW_010967707.1_cds_XP_010558511.1_32094;0.05398;0.7799;0.06922
AT3G06350.1.1;477938;0.02996;0.1588;0.1887;Bradi4g05897.1;0.2475;3.626;0.06825;Carubv10013287m;0.0662;0.3015;0.2196;Thhalv10020322m;0.05955;0.2913;0.2045;Medtr4g090620.1;0.2264;1.809;0.1251;MA_10436080g0010;0.2646;1.708;0.1549;lcl|NW_010966177.1_cds_XP_010546914.1_21587;0.1131;0.6923;0.1634
AT3G06480.1.1;477953;0.04436;0.1558;0.2847;Bradi2g03947.3;0.3698;NA;NA;Carubv10012863m;0.03819;0.1964;0.1945;Thhalv10019956m;0.05321;0.2804;0.1897;Medtr2g032630.2;0.2751;2.873;0.09573;MA_10432707g0010;0.3248;NA;NA;lcl|NW_010970490.1_cds_XP_010524749.1_38194;0.1242;0.7669;0.1619
AT3G06483.1.1;928292;0.005928;0.1073;0.05527;Bradi1g61497.1;0.1591;2.628;0.06055;Carubv10014003m;0.01051;0.2914;0.03606;Thhalv10020969m;0.02186;0.3705;0.059;Medtr7g024460.1;0.1178;1.432;0.08225;MA_10429025g0010;0.2213;NA;NA;lcl|NW_010970490.1_cds_XP_010524750.1_38195;0.0524;0.9773;0.05362
AT3G06510.1.1;477956;0.01659;0.114;0.1455;Bradi4g09920.1;0.2553;2.937;0.08693;Carubv10013225m;0.04257;0.1784;0.2386;Thhalv10020302m;0.04517;0.2407;0.1876;Medtr4g122980.1;0.2297;1.909;0.1204;MA_36535g0010;0.2525;1.853;0.1363;lcl|NW_010966177.1_cds_XP_010546957.1_21624;0.1967;0.8163;0.241
AT3G06540.1.1;928298;0.02547;0.08144;0.3128;Bradi5g12704.1;0.4391;2.145;0.2047;Carubv10013372m;0.04629;0.191;0.2424;Thhalv10020408m;0.0677;0.2658;0.2547;Medtr5g024150.1;0.3128;1.39;0.225;MA_417305g0010;0.4257;NA;NA;lcl|NW_010966881.1_cds_XP_010553407.1_27359;0.1931;0.7483;0.2581
AT3G06580.1.1;928304;0.01072;0.0919;0.1166;Bradi1g02810.1;0.1899;2.96;0.06415;Carubv10013522m;0.02072;0.1764;0.1175;Thhalv10020583m;0.04011;0.2891;0.1387;Medtr4g122670.1;0.1462;1.193;0.1225;MA_266797g0010;0.2304;2.763;0.08337;lcl|NW_010966177.1_cds_XP_010546963.1_21634;0.06394;0.7036;0.09087
AT3G06590.4.1;477966;0.04196;0.1804;0.2326;Bradi1g64260.1;0.5445;NA;NA;Carubv10014574m;0.04988;0.3254;0.1533;Thhalv10021468m;0.0985;0.4373;0.2252;Medtr4g122500.1;0.4175;NA;NA;MA_9135164g0010;0.5929;NA;NA;lcl|NW_010970490.1_cds_XP_010524737.1_38183;0.1977;1.15;0.172
AT3G06610.1.1;477968;0.01591;0.008742;1.821;Bradi1g02930.1;0.1135;1.356;0.08372;Carubv10014957m;0.02896;0.1858;0.1559;Thhalv10021793m;0.03479;0.3455;0.1007;Medtr2g034010.1;0.1502;1.044;0.1438;MA_79000g0010;0.2162;NA;NA;lcl|NW_010966177.1_cds_XP_010546970.1_21640;0.06518;0.7123;0.0915
AT3G06670.1.1;477983;0.007394;0.08991;0.08225;Bradi2g12530.1;0.3129;2.58;0.1213;Carubv10012959m;0.01646;0.2296;0.07168;Thhalv10020045m;0.02489;0.2316;0.1075;Medtr2g034560.1;0.2071;1.865;0.111;MA_10434947g0010;0.3968;NA;NA;lcl|NW_010970490.1_cds_XP_010524731.1_38177;0.09777;0.6204;0.1576
AT3G06730.1.1;477988;0.01492;0.09051;0.1648;Bradi3g35050.1;0.357;1.637;0.218;Carubv10014745m;0.05332;0.2691;0.1981;Thhalv10021607m;0.047;0.2816;0.1669;Medtr1g037680.1;0.3169;2.191;0.1446;MA_558352g0010;0.3365;NA;NA;lcl|NW_010967707.1_cds_XP_010557872.1_31501;0.1285;0.5082;0.2529
AT3G06790.2.1;477997;0.05379;0.05838;0.9214;Bradi2g31140.1;0.241;NA;NA;Carubv10014458m;0.05044;0.3343;0.1509;Thhalv10021360m;0.07476;0.3316;0.2255;Medtr4g120340.1;0.2007;2.05;0.09792;MA_5791g0010;0.2256;2.395;0.0942;lcl|NW_010966177.1_cds_XP_010547005.1_21672;0.1086;0.7976;0.1362
AT3G06810.1.1;477999;0.01061;0.07927;0.1339;Bradi1g17950.1;0.2032;2.207;0.09206;Carubv10013085m;0.0388;0.2053;0.189;Thhalv10020074m;0.02775;0.2504;0.1108;Medtr2g435800.1;0.1942;1.495;0.1299;MA_5991099g0010;0.2684;NA;NA;lcl|NW_010970490.1_cds_XP_010524720.1_38167;0.05917;0.6833;0.0866
AT3G06850.2.1;928343;0.01999;0.1381;0.1447;Bradi2g11900.1;0.3189;NA;NA;Carubv10013567m;0.04667;0.2335;0.1999;Thhalv10020615m;0.08158;0.2805;0.2909;Medtr4g120220.1;0.2678;1.653;0.162;MA_7175297g0010;0.2441;NA;NA;lcl|NW_010966177.1_cds_XP_010547014.1_21680;0.1652;0.7988;0.2068
AT3G06860.1.1;478006;0.01039;0.08295;0.1252;Bradi4g28310.1;0.1788;1.819;0.09828;Carubv10013066m;0.03053;0.2235;0.1366;Thhalv10020152m;0.0345;0.273;0.1264;Medtr4g120130.1;0.1397;1.467;0.09523;MA_134292g0010;0.2033;2.557;0.07951;lcl|NW_010970490.1_cds_XP_010524718.1_38164;0.06649;0.5827;0.1141
AT3G06960.1.1;928358;0.02485;0.06701;0.3708;Bradi2g08832.1;0.4184;2.178;0.1921;Carubv10013592m;0.04652;0.1167;0.3988;Thhalv10020620m;0.06756;0.2074;0.3257;Medtr2g035830.1;0.3169;1.68;0.1887;MA_10436464g0010;0.6099;NA;NA;lcl|NW_010966177.1_cds_XP_010547033.1_21703;0.1499;0.6266;0.2393
AT3G07050.1.1;478024;0.01846;0.1194;0.1546;Bradi1g31710.1;0.2221;2.15;0.1033;Carubv10013329m;0.02828;0.2573;0.1099;Thhalv10020356m;0.05244;0.3212;0.1632;Medtr1g048030.1;0.2273;1.489;0.1526;MA_19380g0010;0.2558;NA;NA;lcl|NW_010970490.1_cds_XP_010524693.1_38138;0.1196;0.6639;0.1801
AT3G07060.1.1;928372;0.02978;0.1039;0.2866;Bradi3g14412.4;0.5179;4.029;0.1285;Carubv10016474m;0.05625;0.1657;0.3395;Thhalv10020116m;0.08192;0.2454;0.3338;Medtr7g026915.1;0.4983;1.824;0.2732;MA_9126218g0010;0.5595;NA;NA;lcl|NW_010966177.1_cds_XP_010547061.1_21727;0.2335;0.6386;0.3657
