query_id;Ath_vs_Alyr_subject_id;Ath_vs_Alyr_dN;Ath_vs_Alyr_dS;Ath_vs_Alyr_dNdS;Ath_vs_Crub_subject_id;Ath_vs_Crub_dN;Ath_vs_Crub_dS;Ath_vs_Crub_dNdS;Ath_vs_Esals_subject_id;Ath_vs_Esals_dN;Ath_vs_Esals_dS;Ath_vs_Esals_dNdS;Ath_vs_Mtrunc_subject_id;Ath_vs_Mtrunc_dN;Ath_vs_Mtrunc_dS;Ath_vs_Mtrunc_dNdS;Ath_vs_Thassl_subject_id;Ath_vs_Thassl_dN;Ath_vs_Thassl_dS;Ath_vs_Thassl_dNdS
AT2G41540.4.1;483232;0.003651;0.1181;0.03092;Carubv10023165m;0.01079;0.2094;0.05153;Thhalv10016621m;0.01309;0.2966;0.04413;Medtr7g090970.1;0.07465;1.148;0.06502;lcl|NW_010966881.1_cds_XP_010554813.1_28709;0.0389;0.8728;0.04457
AT2G41620.1.1;483241;0.008874;0.05722;0.1551;Carubv10024671m;0.01385;0.1815;0.0763;Thhalv10016231m;0.0216;0.1819;0.1187;Medtr2g103370.1;0.1506;1.555;0.09688;lcl|NW_010960187.1_cds_XP_010545067.1_236;0.06852;0.5819;0.1178
AT2G41640.1.1;483244;0.01379;0.1479;0.09329;Carubv10023085m;0.03961;0.289;0.137;Thhalv10016562m;0.06181;0.4568;0.1353;Medtr7g091280.1;0.2553;2.453;0.1041;lcl|NW_010966881.1_cds_XP_010554817.1_28711;0.1686;0.9294;0.1815
AT2G41660.1.1;902141;0.02717;0.2179;0.1247;Carubv10023729m;0.05506;0.3836;0.1435;Thhalv10016988m;0.06162;0.3673;0.1678;Medtr1g053130.1;0.3067;1.166;0.263;lcl|NW_010966881.1_cds_XP_010555003.1_28714;0.1262;0.9872;0.1279
AT2G41670.1.1;935018;0.004913;0.09302;0.05282;Carubv10024723m;0.01689;0.1715;0.09847;Thhalv10016807m;0.03749;0.2875;0.1304;Medtr7g091320.3;0.1712;1.727;0.09912;lcl|NW_010960188.1_cds_XP_010527518.1_4007;0.1036;0.8099;0.1279
AT2G41680.1.1;902143;0.00997;0.117;0.08518;Carubv10022987m;0.01057;0.2051;0.05152;Thhalv10016520m;0.02625;0.2888;0.09089;Medtr1g053160.1;0.1366;1.411;0.09678;lcl|NW_010960188.1_cds_XP_010523800.1_4008;0.06591;0.7097;0.09288
AT2G41690.1.1;321853;0.04606;0.07794;0.5909;Carubv10023839m;0.05278;0.2028;0.2602;Thhalv10017795m;0.08323;0.3294;0.2527;Medtr7g091370.1;0.2879;NA;NA;lcl|NW_010966881.1_cds_XP_010554825.1_28717;0.2589;0.8365;0.3095
AT2G41700.1.1;483249;0.01409;0.07519;0.1874;Carubv10025445m;0.02676;0.1461;0.1832;Thhalv10016127m;0.03329;0.2054;0.1621;Medtr7g091380.1;0.1796;1.599;0.1124;lcl|NW_010966881.1_cds_XP_010554823.1_28719;0.09225;0.6156;0.1499
AT2G41705.4.1;483250;0.02707;0.1165;0.2323;Carubv10023169m;0.04139;0.2249;0.184;Thhalv10016628m;0.08756;0.3034;0.2886;Medtr3g072830.1;0.3692;1.478;0.2497;lcl|NW_010969032.1_cds_XP_010521239.1_35014;0.2067;1.076;0.1921
AT2G41740.2.1;483257;0.01967;0.1044;0.1885;Carubv10025119m;0.03184;0.1579;0.2016;Thhalv10016183m;0.04253;0.2042;0.2082;Medtr7g091460.2;0.1704;1.178;0.1446;lcl|NW_010966881.1_cds_XP_010554830.1_28725;0.08649;0.4909;0.1762
AT2G41750.1.1;935027;0.03141;0.1651;0.1903;Carubv10025491m;0.06794;0.358;0.1898;Thhalv10017127m;0.09651;0.4721;0.2044;Medtr7g091490.1;0.3367;1.784;0.1887;lcl|NW_010960188.1_cds_XP_010523850.1_4011;0.2166;0.9144;0.2368
AT2G41760.1.1;935028;0.02134;0.1224;0.1744;Carubv10024023m;0.03883;0.256;0.1516;Thhalv10017217m;0.0359;0.2574;0.1395;Medtr7g034355.2;0.2323;1.268;0.1831;lcl|NW_010960187.1_cds_XP_010546055.1_242;0.1245;0.6678;0.1865
AT2G41770.1.1;483259;0.009444;0.1243;0.07597;Carubv10022679m;0.01914;0.2532;0.07557;Thhalv10016286m;0.02919;0.3099;0.09419;Medtr0121s0010.1;0.1597;1.372;0.1164;lcl|NW_010960188.1_cds_XP_010523863.1_4012;0.07254;0.7322;0.09907
AT2G41790.1.1;483260;0.006518;0.09489;0.06869;Carubv10022577m;0.01567;0.168;0.09324;Thhalv10016187m;0.02819;0.2421;0.1164;Medtr7g091590.1;0.1947;1.413;0.1378;lcl|NW_010960188.1_cds_XP_010523876.1_4014;0.07857;0.5221;0.1505
AT2G41820.1.1;483263;0.01122;0.108;0.1039;Carubv10022610m;0.0246;0.2124;0.1158;Thhalv10016216m;0.03021;0.2201;0.1373;Medtr7g091680.1;0.1772;1.709;0.1037;lcl|NW_010966881.1_cds_XP_010554836.1_28730;0.07583;0.7974;0.0951
AT2G41835.1.1;935037;0.02648;0.1623;0.1631;Carubv10023816m;0.04302;0.2652;0.1622;Thhalv10017048m;0.05643;0.2765;0.2041;Medtr0100s0160.1;0.2083;1.445;0.1441;lcl|NW_010960188.1_cds_XP_010523911.1_4017;0.09516;0.726;0.1311
AT2G41870.1.1;483270;0.04899;0.2073;0.2363;Carubv10023792m;0.05517;0.2331;0.2367;Thhalv10017761m;0.08818;0.4699;0.1877;Medtr7g091990.1;0.338;1.683;0.2009;lcl|NW_010966881.1_cds_XP_010554843.1_28737;0.18;1.61;0.1118
AT2G41890.1.1;935043;0.02983;0.1118;0.2669;Carubv10024928m;0.03835;0.2074;0.1849;Thhalv10016288m;0.06884;0.2681;0.2567;Medtr7g092050.1;0.3465;2.36;0.1468;lcl|NW_010960188.1_cds_XP_010524041.1_4028;0.1981;0.8113;0.2442
AT2G41940.1.1;935051;0.02465;0.09715;0.2537;Carubv10023891m;0.0692;0.2612;0.2649;Thhalv10017746m;0.07791;0.2754;0.2829;Medtr1g054450.1;0.3339;1.929;0.1731;lcl|NW_010966881.1_cds_XP_010554896.1_28787;0.3017;1.181;0.2555
AT2G41945.1.1;902176;0.00313;0.1101;0.02844;Carubv10025684m;0.006846;0.2167;0.03159;Thhalv10017359m;0.02049;0.222;0.09229;Medtr1g054455.1;0.1877;1.424;0.1319;lcl|NW_010966881.1_cds_XP_010554895.1_28786;0.07627;0.6115;0.1247
AT2G41950.1.1;345995;0.02715;0.1494;0.1817;Carubv10023853m;0.05723;0.258;0.2218;Thhalv10017089m;0.07058;0.3823;0.1846;Medtr7g093640.1;0.3675;1.977;0.1859;lcl|NW_010966881.1_cds_XP_010554890.1_28781;0.2534;1.274;0.1988
AT2G41970.1.1;483285;0.00138;0.05946;0.02321;Carubv10024584m;0.00947;0.1877;0.05046;Thhalv10016836m;0.01331;0.2436;0.05464;Medtr7g093610.1;0.1163;1.946;0.0598;lcl|NW_010966881.1_cds_XP_010554885.1_28777;0.0471;1.132;0.0416
AT2G42040.1.1;483290;0.04521;0.09287;0.4868;Carubv10023878m;0.08424;0.2761;0.3051;Thhalv10017052m;0.08919;0.2864;0.3114;Medtr7g093360.1;0.4419;2.747;0.1609;lcl|NW_010960188.1_cds_XP_010524616.1_4084;0.3483;1.104;0.3154
AT2G42070.1.1;483292;0.01598;0.147;0.1087;Carubv10023799m;0.01478;0.2613;0.05655;Thhalv10017043m;0.0379;0.2814;0.1347;Medtr7g093280.1;0.216;1.858;0.1162;lcl|NW_010960188.1_cds_XP_010524569.1_4082;0.09612;0.8521;0.1128
AT2G42080.1.1;483293;0.01129;0.09444;0.1195;Carubv10023764m;0.03478;0.1724;0.2017;Thhalv10017091m;0.06993;0.2765;0.2529;Medtr0015s0110.3;0.3222;1.724;0.1869;lcl|NW_010960188.1_cds_XP_010524590.1_4079;0.2076;0.8905;0.2332
AT2G42110.1.1;483297;0.03385;0.08538;0.3965;Carubv10024277m;0.08283;0.2976;0.2783;Thhalv10017403m;0.1038;0.2;0.5191;Medtr7g093220.1;0.3816;3.466;0.1101;lcl|NW_010960188.1_cds_XP_010524520.1_4075;0.2539;0.7443;0.3412
AT2G42130.4.1;483302;0.02291;0.1294;0.1771;Carubv10023741m;0.05442;0.2213;0.2459;Thhalv10017981m;0.0599;0.2912;0.2057;Medtr1g054070.1;0.2491;2.073;0.1202;lcl|NW_010960188.1_cds_XP_010524500.1_4073;0.1132;0.6185;0.183
AT2G42140.1.1;935075;0.04477;0.1874;0.2389;Carubv10025399m;0.08397;0.2255;0.3724;Thhalv10017963m;0.09233;0.2867;0.3221;Medtr2g061720.1;0.5012;3.536;0.1418;lcl|NW_010966881.1_cds_XP_010554871.1_28764;0.2129;1.327;0.1603
AT2G42160.1.1;935078;0.0279;0.1429;0.1952;Carubv10023093m;0.04124;0.2237;0.1844;Thhalv10004093m;0.06645;0.3483;0.1908;Medtr4g114970.1;0.2674;1.51;0.177;lcl|NW_010965625.1_cds_XP_010541914.1_17113;0.1552;0.7031;0.2207
AT2G42200.1.1;935081;0.01547;0.1248;0.1239;Carubv10023478m;0.02933;0.2109;0.139;Thhalv10016816m;0.04573;0.2512;0.1821;Medtr7g092930.1;0.3468;2.282;0.152;lcl|NW_010960188.1_cds_XP_010524403.1_4064;0.248;0.9915;0.2501
AT2G42220.1.1;483311;0.01162;0.1292;0.08994;Carubv10023939m;0.01338;0.1719;0.07784;Thhalv10017186m;0.0555;0.2256;0.246;Medtr7g092820.1;0.2468;NA;NA;lcl|NW_010960188.1_cds_XP_010524353.1_4060;0.1265;0.9844;0.1285
AT2G42250.1.1;321905;0.02075;0.1154;0.1797;Carubv10025687m;0.03034;0.155;0.1958;Thhalv10016527m;0.04822;0.2802;0.1721;Medtr7g092600.1;0.4396;NA;NA;lcl|NW_010960188.1_cds_XP_010524316.1_4056;0.1272;0.7777;0.1635
AT2G42280.1.1;935089;0.01035;0.1855;0.05576;Carubv10023498m;0.03228;0.3399;0.09499;Thhalv10016847m;0.04617;0.3661;0.1261;Medtr1g052470.1;0.3217;3.461;0.09295;lcl|NW_010966881.1_cds_XP_010554850.1_28743;0.155;1.039;0.1492
AT2G42320.2.1;483324;0.01746;0.1187;0.1471;Carubv10022776m;0.03842;0.2231;0.1722;Thhalv10016357m;0.05956;0.2223;0.268;Medtr7g092460.4;0.2952;1.667;0.1771;lcl|NW_010960188.1_cds_XP_010524226.1_4046;0.1746;0.8906;0.196
AT2G42390.1.1;935107;0.03679;0.1552;0.2371;Carubv10023988m;0.06395;0.3307;0.1934;Thhalv10017307m;0.1106;0.3611;0.3063;Medtr4g079430.2;0.3624;2.104;0.1723;lcl|NW_010960188.1_cds_XP_010524956.1_4116;0.2108;0.8705;0.2421
AT2G42430.1.1;935111;0.01501;0.07374;0.2036;Carubv10025548m;0.02951;0.1309;0.2255;Thhalv10017158m;0.03683;0.2716;0.1356;Medtr7g096530.1;0.2852;1.964;0.1452;lcl|NW_010970490.1_cds_XP_010524043.1_37531;0.148;0.9468;0.1563
AT2G42450.1.1;935117;0.02605;0.1305;0.1996;Carubv10022812m;0.03962;0.2617;0.1514;Thhalv10016471m;0.04917;0.2963;0.1659;Medtr1g070195.1;0.2654;1.396;0.19;lcl|NW_010970490.1_cds_XP_010524040.1_37529;0.1584;0.8101;0.1955
AT2G42490.1.1;935132;0.007934;0.08353;0.09498;Carubv10022684m;0.01684;0.171;0.09847;Thhalv10016316m;0.02568;0.2329;0.1102;Medtr3g077080.3;0.07801;1.375;0.05673;lcl|NW_010965019.1_cds_XP_010533488.1_9609;0.059;0.7094;0.08317
AT2G42520.3.1;483345;0.007818;0.1073;0.07289;Carubv10022826m;0.01808;0.2035;0.08886;Thhalv10016388m;0.02142;0.2223;0.09638;Medtr1g054630.1;0.161;1.44;0.1118;lcl|NW_010960187.1_cds_XP_010549983.1_280;0.05856;0.7186;0.08149
AT2G42570.1.1;483351;0.01297;0.09181;0.1413;Carubv10023325m;0.02502;0.1956;0.128;Thhalv10016832m;0.03226;0.2086;0.1547;Medtr2g091175.1;0.2651;NA;NA;lcl|NW_010960188.1_cds_XP_010524990.1_4118;0.1035;1.028;0.1007
AT2G42600.3.1;935146;0.00174;0.1462;0.0119;Carubv10022582m;0.004705;0.2569;0.01832;Thhalv10016192m;0.009817;0.3655;0.02686;Medtr4g079860.1;0.08068;1.416;0.05697;lcl|NW_010970490.1_cds_XP_010524060.1_37545;0.0392;1.108;0.03538
AT2G42610.2.1;935147;0.01305;0.1034;0.1262;Carubv10024159m;0.00733;0.1776;0.04127;Thhalv10017308m;0.0178;0.2255;0.07891;Medtr2g092950.1;0.1216;2.593;0.04691;lcl|NW_010970490.1_cds_XP_010524062.1_37546;0.0695;1.388;0.05006
AT2G42620.1.1;935148;0.02305;0.1254;0.1838;Carubv10025265m;0.0427;0.317;0.1347;Thhalv10017925m;0.1071;0.534;0.2005;Medtr4g080020.1;0.3125;NA;NA;lcl|NW_010970490.1_cds_XP_010524067.1_37547;0.16;1.103;0.1451
AT2G42690.1.1;483364;0.01838;0.1768;0.104;Carubv10023322m;0.04059;0.275;0.1476;Thhalv10016724m;0.06186;0.3703;0.167;Medtr4g080100.1;0.2975;1.704;0.1745;lcl|NW_010960188.1_cds_XP_010525104.1_4130;0.1769;1.067;0.1659
AT2G42700.1.1;483365;0.01722;0.1184;0.1455;Carubv10022636m;0.02415;0.1449;0.1666;Thhalv10016247m;0.03304;0.2504;0.132;Medtr4g080110.1;0.2489;1.427;0.1744;lcl|NW_010960187.1_cds_XP_010553950.1_324;0.1177;0.6937;0.1697
AT2G42710.1.1;483366;0.008572;0.1052;0.0815;Carubv10023311m;0.02277;0.2144;0.1062;Thhalv10016743m;0.03975;0.3331;0.1193;Medtr4g080120.1;0.3474;1.193;0.2911;lcl|NW_010960188.1_cds_XP_010525161.1_4132;0.1084;0.6088;0.1781
AT2G42740.1.1;948390;0.004408;1.008;0.004372;Carubv10027211m;0.005513;1.104;0.004993;Thhalv10026354m;0.008847;1.3;0.006804;Medtr8g046140.1;0.0284;1.614;0.01759;lcl|NW_010960188.1_cds_XP_010525185.1_4134;0.006636;0.7669;0.008653
AT2G42750.1.1;935163;0.01478;0.1133;0.1304;Carubv10023558m;0.02366;0.2383;0.09928;Thhalv10016894m;0.03397;0.2194;0.1549;Medtr4g080350.1;0.2304;1.968;0.117;lcl|NW_010960187.1_cds_XP_010554518.1_328;0.1032;0.7195;0.1434
AT2G42760.1.1;483373;0.04262;0.1322;0.3225;Carubv10023852m;0.1035;0.2444;0.4237;Thhalv10017132m;0.09655;0.3404;0.2836;Medtr2g083910.1;0.4353;NA;NA;lcl|NW_010970490.1_cds_XP_010524072.1_37556;0.3137;0.9035;0.3472
AT2G42770.1.1;483374;0.008638;0.1451;0.059520000000000003;Carubv10023965m;0.01583;0.2627;0.06026;Thhalv10017191m;0.02501;0.2176;0.1149;Medtr4g078760.1;0.2288;1.738;0.1316;lcl|NW_010960188.1_cds_XP_010525222.1_4137;0.1233;0.6647;0.1856
AT2G42800.1.1;935169;0.01752;0.1689;0.1037;Carubv10023145m;0.03666;0.2748;0.1334;Thhalv10016617m;0.04929;0.3569;0.1381;Medtr2g019170.1;0.5905;NA;NA;lcl|NW_010970490.1_cds_XP_010524077.1_37560;0.1669;1.085;0.1538
AT2G42820.1.1;321961;0.014880000000000001;0.08355;0.1781;Carubv10024227m;0.01175;0.1822;0.06447;Thhalv10017357m;0.03472;0.276;0.1258;Medtr3g452470.1;0.2224;1.924;0.1156;lcl|NW_010970490.1_cds_XP_010524079.1_37571;0.1025;1.114;0.09195
AT2G42850.1.1;346095;0.01739;0.1414;0.123;Carubv10024533m;0.03857;0.2228;0.1731;Thhalv10016578m;0.05427;0.3132;0.1733;Medtr5g091760.1;0.2562;1.559;0.1643;lcl|NW_010960188.1_cds_XP_010525407.1_4163;0.127;0.817;0.1555
AT2G42870.1.1;935176;0.02082;0.07182;0.2899;Carubv10024347m;0.04405;0.2668;0.1651;Thhalv10017430m;0.08143;0.3321;0.2452;Medtr5g091690.1;0.5131;2.298;0.2233;lcl|NW_010960188.1_cds_XP_010525444.1_4167;0.2551;1.262;0.2021
AT2G42880.1.1;483386;0.005167;0.1395;0.03706;Carubv10025156m;0.01033;0.2797;0.03694;Thhalv10016406m;0.02073;0.2743;0.07558;Medtr3g089510.1;0.155;1.786;0.08681;lcl|NW_010970490.1_cds_XP_010524096.1_37577;0.1158;0.8548;0.1355
AT2G42910.1.1;483391;0.007351;0.203;0.03622;Carubv10023577m;0.009732;0.2006;0.04852;Thhalv10016898m;0.01718;0.2567;0.06694;Medtr5g075540.1;0.1276;1.752;0.07286;lcl|NW_010970490.1_cds_XP_010524098.1_37579;0.04679;0.6718;0.06965
AT2G42920.2.1;483392;0.04111;0.1368;0.3006;Carubv10022931m;0.08744;0.2591;0.3374;Thhalv10017572m;0.09028;0.307;0.2941;Medtr5g091640.1;0.33;1.696;0.1946;lcl|NW_010960188.1_cds_XP_010525509.1_4173;0.1535;0.8167;0.1879
AT2G42940.1.1;483394;0.009088;0.0733;0.124;Carubv10024872m;0.009074;0.1503;0.06039;Thhalv10017103m;0.02295;0.2123;0.1081;Medtr5g091630.1;0.1918;NA;NA;lcl|NW_010970490.1_cds_XP_010524099.1_37580;0.07804;0.9534;0.08185
AT2G42975.1.1;321975;0.02597;0.1493;0.174;Carubv10024137m;0.06795;0.2682;0.2534;Thhalv10017256m;0.04832;0.4874;0.09914;Medtr5g091190.1;0.2267;2.118;0.107;lcl|NW_010960188.1_cds_XP_010525601.1_4185;0.1064;0.9069;0.1174
AT2G43000.1.1;483400;0.01575;0.1058;0.1488;Carubv10023730m;0.04073;0.2591;0.1572;Thhalv10017054m;0.08406;0.3092;0.2719;Medtr5g090970.1;0.2884;3.214;0.08974;lcl|NW_010960188.1_cds_XP_010525613.1_4187;0.1795;0.8537;0.2102
AT2G43020.1.1;483403;0.00166;0.1665;0.00997;Carubv10023090m;0.01064;0.2194;0.04851;Thhalv10016573m;0.01075;0.3718;0.02891;Medtr3g449620.1;0.136;1.785;0.07622;lcl|NW_010960188.1_cds_XP_010525644.1_4191;0.08046;0.996;0.08078
AT2G43030.1.1;483405;0.004918;0.1098;0.04479;Carubv10023727m;0.02443;0.3238;0.07545;Thhalv10017066m;0.02682;0.4653;0.05763;Medtr3g118210.1;0.2281;NA;NA;lcl|NW_010961290.1_cds_XP_010528783.1_5469;0.08226;1.508;0.05456
AT2G43040.2.1;483406;0.005854;0.1342;0.04362;Carubv10022752m;0.007974;0.1987;0.04013;Thhalv10016328m;0.01711;0.2878;0.05946;Medtr8g071330.1;0.2111;1.532;0.1378;lcl|NW_010970490.1_cds_XP_010524114.1_37595;0.06891;1.079;0.06389
AT2G43080.1.1;935201;0.005775;0.05739;0.1006;Carubv10023796m;0.01132;0.1948;0.0581;Thhalv10017046m;0.02514;0.2495;0.1007;Medtr1g116810.1;0.1945;1.312;0.1482;lcl|NW_010960188.1_cds_XP_010525692.1_4197;0.09158;0.7553;0.1212
AT2G43090.1.1;483410;0.005567;0.1803;0.03087;Carubv10023911m;0.02832;0.383;0.07394;Thhalv10017142m;0.03338;0.662;0.05043;Medtr4g011180.2;0.2031;1.841;0.1103;lcl|NW_010960187.1_cds_XP_010554775.1_31;0.1446;1.506;0.09603
AT2G43110.1.1;483412;0.0308;0.1214;0.2537;Carubv10023807m;0.07934;0.2186;0.3628;Thhalv10017033m;0.1043;0.2672;0.3904;Medtr1g116820.1;0.3132;NA;NA;lcl|NW_010960188.1_cds_XP_010527561.1_4201;0.1859;0.8857;0.2099
AT2G43120.2.1;902317;0.01291;0.1347;0.09588;Carubv10025017m;0.03426;0.2345;0.1461;Thhalv10016961m;0.02944;0.2378;0.1238;Medtr7g405830.1;0.1818;1.363;0.1333;lcl|NW_010960188.1_cds_XP_010525731.1_4202;0.144;0.9865;0.146
AT2G43180.1.1;935213;0.03504;0.1678;0.2089;Carubv10023119m;0.06349;0.2788;0.2277;Thhalv10001429m;0.07438;0.3119;0.2384;Medtr7g006260.1;0.1895;1.788;0.106;lcl|NW_010960188.1_cds_XP_010525775.1_4207;0.1673;0.9299;0.1799
AT2G43200.2.1;483426;0.03953;0.1126;0.3511;Carubv10025649m;0.05057;0.2373;0.2131;Thhalv10001370m;0.06658;0.2651;0.2511;Medtr7g006060.1;0.2962;2.179;0.1359;lcl|NW_010970490.1_cds_XP_010524131.1_37609;0.2004;1.014;0.1975
AT2G43250.1.1;483433;0.0199;0.1409;0.1412;Carubv10022819m;0.06606;0.2633;0.2509;Thhalv10001801m;0.07587;0.3069;0.2472;Medtr4g076620.1;0.4103;1.888;0.2173;lcl|NW_010970490.1_cds_XP_010524139.1_37614;0.144;0.6632;0.2171
AT2G43280.1.1;483435;0.01102;0.1546;0.07129;Carubv10024069m;0.03825;0.3149;0.1215;Thhalv10001648m;0.03681;0.3076;0.1197;Medtr3g006370.2;0.2059;2.426;0.08486;lcl|NW_010960188.1_cds_XP_010526071.1_4233;0.1106;1.135;0.09747
AT2G43310.1.1;483437;0.04034;0.2779;0.1452;Carubv10025257m;0.05764;0.4146;0.139;Thhalv10001764m;0.0494;0.6726;0.07344;Medtr2g098870.1;0.3363;1.681;0.2001;lcl|NW_010960188.1_cds_XP_010525966.1_4223;0.1508;1.26;0.1197
AT2G43320.2.1;483439;0.03066;0.106;0.2893;Carubv10023531m;0.02263;0.192;0.1179;Thhalv10001523m;0.04117;0.2542;0.1619;Medtr2g098630.4;0.2033;1.662;0.1223;lcl|NW_010960187.1_cds_XP_010520847.1_39;0.1058;0.7851;0.1347
AT2G43330.1.1;322009;0.006247;0.1472;0.04245;Carubv10023029m;0.02167;0.2396;0.09046;Thhalv10001407m;0.03643;0.3324;0.1096;Medtr7g005910.1;0.1665;2.222;0.07492;lcl|NW_010970490.1_cds_XP_010524141.1_37618;0.07865;1.027;0.07658
AT2G43360.1.1;935233;0.021329999999999998;0.1515;0.1407;Carubv10023426m;0.01873;0.2004;0.09347;Thhalv10001496m;0.0283;0.3553;0.07965;Medtr4g076870.1;0.1363;1.602;0.08507;lcl|NW_010960188.1_cds_XP_010525906.1_4217;0.0614;0.8718;0.07043
AT2G43370.1.1;483444;0.03714;0.1464;0.2537;Carubv10023588m;0.04481;0.2042;0.2195;Thhalv10001559m;0.0775;0.3917;0.1978;Medtr7g082150.1;0.2733;1.586;0.1723;lcl|NW_010970490.1_cds_XP_010524138.1_37616;0.1553;0.7877;0.1972
AT2G43410.4.1;483451;0.03326;0.07993;0.416;Carubv10022611m;0.07178;0.2059;0.3485;Thhalv10001307m;0.07041;0.2768;0.2543;Medtr4g068120.2;0.3985;2.287;0.1743;lcl|NW_010960188.1_cds_XP_010526176.1_4243;0.1783;0.7427;0.2401
AT2G43420.1.1;483452;0.02739;0.1206;0.2271;Carubv10023264m;0.05733;0.2761;0.2076;Thhalv10001381m;0.05871;0.2901;0.2024;Medtr4g068110.2;0.3593;1.492;0.2408;lcl|NW_010970490.1_cds_XP_010524156.1_37632;0.1656;0.6352;0.2607
AT2G43465.1.1;322019;0.04654;0.1347;0.3454;Carubv10023385m;0.07839;0.2208;0.3551;Thhalv10001762m;0.1193;0.2574;0.4634;Medtr2g099125.1;0.3661;1.873;0.1955;lcl|NW_010960188.1_cds_XP_010526248.1_4245;0.1987;0.7874;0.2524
AT2G43480.1.1;483456;0.01763;0.14;0.1259;Carubv10024496m;0.04603;0.2541;0.1812;Thhalv10001541m;0.05974;0.2794;0.2138;Medtr2g099175.1;0.2694;2.096;0.1285;lcl|NW_010960188.1_cds_XP_010526272.1_4251;0.1501;0.9215;0.1629
AT2G43540.1.1;483465;0.03802;0.1803;0.2108;Carubv10024719m;0.06592;0.325;0.2028;Thhalv10001662m;0.06972;0.2642;0.2639;Medtr2g099440.1;0.4399;1.701;0.2585;lcl|NW_010960187.1_cds_XP_010528947.1_61;0.1621;0.6673;0.2429
AT2G43560.1.1;483467;0.02782;0.1485;0.1873;Carubv10023993m;0.0545;0.2952;0.1846;Thhalv10001621m;0.04134;0.2357;0.1754;Medtr4g068190.1;0.2296;1.664;0.138;lcl|NW_010960188.1_cds_XP_010526362.1_4261;0.1233;0.8315;0.1483
AT2G43630.1.1;483474;0.01647;0.1093;0.1507;Carubv10023845m;0.05227;0.2317;0.2256;Thhalv10001554m;0.08051;0.3865;0.2083;Medtr6g012760.1;0.4919;1.927;0.2553;lcl|NW_010970490.1_cds_XP_010524173.1_37647;0.1959;0.7351;0.2665
AT2G43650.1.1;935276;0.03616;0.1155;0.3129;Carubv10022797m;0.07002;0.1995;0.351;Thhalv10001371m;0.08546;0.2707;0.3158;Medtr4g087270.1;0.3632;1.624;0.2236;lcl|NW_010960188.1_cds_XP_010526427.1_4267;0.2057;0.763;0.2695
AT2G43710.1.1;935283;0.005907;0.1103;0.05354;Carubv10023356m;0.01212;0.2135;0.05675;Thhalv10001477m;0.01641;0.188;0.0873;Medtr5g024130.1;0.09941;1.353;0.07345;lcl|NW_010970490.1_cds_XP_010524182.1_37654;0.05483;0.7122;0.07698
AT2G43760.3.1;483491;0.01104;0.08225;0.1342;Carubv10025282m;0.02079;0.2253;0.09228;Thhalv10001567m;0.04966;0.305;0.1628;Medtr3g041720.1;0.1988;2.349;0.08465;lcl|NW_010960187.1_cds_XP_010533423.1_11;0.1295;0.7978;0.1623
AT2G43770.1.1;483494;0.008278;0.06435;0.1286;Carubv10024571m;0.01536;0.2434;0.06312;Thhalv10001531m;0.02868;0.3469;0.08268;Medtr7g086360.1;0.1066;1.493;0.07141;lcl|NW_010960188.1_cds_XP_010526614.1_4285;0.05911;0.7734;0.07643
AT2G43790.1.1;935295;0.002226;0.0901;0.02471;Carubv10023366m;0.007692;0.194;0.03965;Thhalv10001439m;0.00837;0.3216;0.02603;Medtr4g087620.2;0.05088;1.906;0.0267;lcl|NW_010960187.1_cds_XP_010530307.1_9;0.04238;0.9625;0.04403
AT2G43880.1.1;935305;0.01667;0.1304;0.1279;Carubv10024718m;0.04215;0.2578;0.1635;Thhalv10001483m;0.04365;0.3953;0.1104;Medtr2g049400.1;0.2541;3.983;0.06379;lcl|NW_010960188.1_cds_XP_010526688.1_4293;0.1336;1.264;0.1057
AT2G43900.1.1;322057;0.0139;0.1197;0.1161;Carubv10025640m;0.02688;0.2651;0.1014;Thhalv10001286m;0.0481;0.3469;0.1386;Medtr6g092670.1;0.2073;1.769;0.1172;lcl|NW_010960188.1_cds_XP_010526804.1_4295;0.08869;1.066;0.08321
AT2G43945.1.1;483511;0.01659;0.176;0.09423;Carubv10024617m;0.06185;0.3559;0.1738;Thhalv10001571m;0.05482;0.3399;0.1613;Medtr4g134910.1;0.3196;2.316;0.138;lcl|NW_010960188.1_cds_XP_010526828.1_4305;0.127;0.9194;0.1381
AT2G43950.1.1;483513;0.004359;0.1442;0.03022;Carubv10023373m;0.02178;0.2311;0.09423;Thhalv10001539m;0.05265;0.2985;0.1764;Medtr4g134950.1;0.223;1.586;0.1405;lcl|NW_010960188.1_cds_XP_010526866.1_4306;0.126;0.8666;0.1454
AT2G43970.1.1;322062;0.01701;0.1209;0.1407;Carubv10025271m;0.03107;0.1893;0.1641;Thhalv10001395m;0.05122;0.362;0.1415;Medtr7g117595.1;0.2671;2.126;0.1256;lcl|NW_010960188.1_cds_XP_010526876.1_4307;0.1523;0.781;0.195
AT2G43980.1.1;483517;0.02535;0.09962;0.2545;Carubv10025485m;0.0626;0.1694;0.3696;Thhalv10001421m;0.07371;0.2825;0.2609;Medtr3g067725.1;0.3535;1.878;0.1882;lcl|NW_010970490.1_cds_XP_010524199.1_37670;0.1578;0.6441;0.245
